institution_id,institution_name,state_code,state_name,county,nces_locale,level,control,title_i_status,total_enrollment,number_of_teachers,student_teacher_ratio,percent_free_reduced_lunch,racial_white_pct,racial_black_pct,racial_hispanic_pct,racial_asian_pct,racial_native_pct,racial_two_or_more_pct,special_education_pct,english_learner_pct,per_pupil_expenditure_usd,federal_funding_pct,state_funding_pct,local_funding_pct,math_proficiency_pct,reading_proficiency_pct,graduation_rate_pct,chronic_absenteeism_pct,avg_sat_score,avg_act_score,ap_ib_participation_pct,postsecondary_enrollment_pct,stem_certified_flag,broadband_access_pct
US-EDU-10641,Meadowbrook Intermediate School,CA,California,Fresno County,Suburban - Large,Middle School,Public,Title I Targeted,619,47,13.3,31.6,46.0,3.0,24.8,17.8,3.5,4.9,21.6,15.5,14749,11.8,24.5,63.7,43.2,52.0,80.9,11.6,,,,,No,90.0
US-EDU-10642,Martin Luther King Jr. Intermediate School,IA,Iowa,Jackson County,Suburban - Large,Middle School,Public Charter,Title I Schoolwide,630,69,9.1,47.5,74.1,2.7,13.7,1.3,0.1,8.1,8.0,8.2,14310,10.9,42.4,46.7,59.9,70.9,86.6,16.0,,,,,No,93.4
US-EDU-10643,River Bend College Prep,ME,Maine,Jackson County,Town - Fringe,High School,Public Charter,Title I Targeted,250,16,15.3,33.2,61.4,18.6,16.9,1.9,0.4,0.8,13.4,9.2,15971,13.3,49.7,37.0,73.1,72.7,87.5,22.9,1280,27.5,33.9,75.7,No,87.8
US-EDU-10644,Eastside Elementary School,OR,Oregon,Marion County,Suburban - Large,Elementary School,Public,Title I Schoolwide,421,26,16.5,64.4,19.8,16.4,39.0,19.2,2.6,3.0,17.3,20.5,10895,12.5,49.7,37.8,36.4,57.3,89.1,30.5,,,,,No,88.0
US-EDU-10645,Martin Luther King Jr. Grade School,FL,Florida,Brevard County,City - Large,Elementary School,Private Non-Profit,Not Applicable,403,27,14.9,15.7,23.8,20.7,42.2,10.2,2.1,1.0,16.9,15.6,23655,0.0,2.0,98.0,81.8,77.2,88.5,13.3,,,,,Yes,92.1
US-EDU-10646,Southland High School,SC,South Carolina,Clay County,City - Large,High School,Public,Title I Schoolwide,1679,106,15.8,78.3,28.6,14.8,34.6,16.6,1.5,3.9,16.7,18.4,12708,21.1,46.2,32.7,25.1,26.6,72.0,36.0,1016,19.7,7.6,50.8,No,82.7
US-EDU-10647,Oak Ridge Primary School,SC,South Carolina,Washington County,City - Large,Elementary School,Public,Title I Targeted,421,22,18.9,28.3,23.5,24.9,33.2,12.6,2.7,3.1,10.8,18.2,17375,12.6,61.8,25.6,73.6,94.0,87.7,15.3,,,,,No,89.4
US-EDU-10648,Eisenhower Grade School,HI,Hawaii,Jackson County,Suburban - Large,Elementary School,Public,Title I Targeted,317,20,15.6,33.3,54.1,16.7,17.5,8.0,0.1,3.6,13.1,13.6,17583,13.0,58.7,28.3,47.0,58.7,81.6,25.0,,,,,No,92.3
US-EDU-10649,Metropolitan Junior High School,FL,Florida,Miami-Dade County,Suburban - Large,Middle School,Public,Title I Targeted,823,55,14.9,68.2,63.5,3.0,18.3,7.9,1.9,5.4,13.7,8.0,13276,14.7,44.9,40.4,59.1,59.3,81.3,11.9,,,,,No,80.6
US-EDU-10650,Northwood Elementary School,TX,Texas,El Paso County,City - Large,Elementary School,Public,Not Title I Eligible,405,25,16.5,32.6,44.5,5.7,34.6,8.4,1.0,5.8,9.2,16.1,20406,12.8,35.7,51.5,62.0,46.9,86.2,23.1,,,,,No,92.3
US-EDU-10651,Roosevelt Elementary Academy,KY,Kentucky,Washington County,City - Midsize,Elementary School,Public,Title I Schoolwide,316,18,17.3,93.5,49.3,4.4,29.5,10.5,1.8,4.5,14.0,15.7,14431,22.1,55.7,22.2,63.6,53.2,83.0,16.4,,,,,No,88.0
US-EDU-10652,Centennial Middle School,CA,California,Los Angeles County,Suburban - Midsize,Middle School,Public,Title I Targeted,665,49,13.5,33.8,65.5,2.2,19.4,7.9,0.1,4.9,17.5,13.2,20226,14.7,35.2,50.1,50.8,60.1,77.3,20.9,,,,,No,94.5
US-EDU-10653,Franklin University,FL,Florida,Palm Beach County,Suburban - Large,4-Year University,Private Non-Profit,Not Applicable,2067,132,15.7,20.9,31.9,14.7,28.9,17.3,2.7,4.5,14.2,14.1,22790,0.0,2.0,98.0,64.0,69.7,87.7,12.0,1316,28.0,,,Yes,99.0
US-EDU-10654,Frontier Senior High School,CA,California,Fresno County,City - Midsize,High School,Public,Title I Schoolwide,1484,90,16.5,43.0,33.0,16.4,39.4,7.1,1.5,2.6,13.6,21.3,15710,16.7,47.4,35.9,69.3,70.8,93.2,18.1,1213,26.2,31.1,70.3,No,87.0
US-EDU-10655,Washington Junior High School,NC,North Carolina,Wake County,Suburban - Midsize,Middle School,Public,Title I Schoolwide,467,21,21.8,42.4,26.2,21.8,23.1,17.8,4.1,7.0,12.6,16.8,16895,13.1,49.3,37.6,75.8,83.2,85.3,18.9,,,,,No,84.3
US-EDU-10656,Centennial Elementary School,TX,Texas,Hidalgo County,City - Large,Elementary School,Public,Title I Schoolwide,633,33,19.2,88.9,24.6,22.4,30.7,18.3,0.1,3.9,13.9,15.8,13568,19.8,59.1,21.1,38.6,48.8,76.3,29.8,,,,,No,85.3
US-EDU-10657,Carver Comprehensive High School,MD,Maryland,Central County,Rural - Remote,High School,Public,Title I Schoolwide,739,54,13.7,48.7,77.9,6.5,5.2,5.4,0.4,4.6,11.7,0.0,19191,17.0,45.4,37.6,42.0,65.9,81.5,12.4,1185,26.1,24.3,61.7,No,90.7
US-EDU-10658,Washington Primary School,CA,California,Los Angeles County,Suburban - Large,Elementary School,Public,Title I Schoolwide,276,16,17.0,86.8,45.9,16.4,22.5,5.6,4.1,5.5,16.2,14.2,15853,18.1,29.1,52.8,50.9,66.5,82.9,14.4,,,,,No,80.9
US-EDU-10659,Northwood Elementary Academy,TX,Texas,Collin County,Rural - Remote,Elementary School,Public,Title I Schoolwide,130,7,17.7,47.0,76.6,3.3,11.3,2.1,1.7,5.0,11.8,8.5,16593,13.2,30.9,55.9,40.3,56.8,87.5,26.9,,,,,Yes,86.4
US-EDU-10660,Grand Valley Grade School,CA,California,Contra Costa County,Suburban - Large,Elementary School,Public,Title I Schoolwide,484,29,16.8,59.7,55.6,21.8,4.2,12.2,1.8,4.4,12.8,12.1,14478,12.7,57.1,30.2,27.2,48.9,83.9,32.0,,,,,No,86.0
US-EDU-10661,Lakeshore High School,NJ,New Jersey,Marion County,Suburban - Midsize,High School,Public,Not Title I Eligible,393,28,13.9,21.2,56.4,24.4,7.5,9.9,0.1,1.7,13.8,7.1,18618,13.8,37.3,48.9,79.1,83.4,86.7,17.5,1356,29.8,26.7,78.7,No,94.5
US-EDU-10662,Franklin Elementary Academy,NY,New York,Onondaga County,Suburban - Large,Elementary School,Public,Not Title I Eligible,496,32,15.7,16.6,36.4,16.0,21.4,16.5,4.8,4.9,17.0,10.9,18795,7.6,39.9,52.5,83.0,70.3,91.7,11.3,,,,,Yes,96.2
US-EDU-10663,Cedar Creek Preparatory High School,VA,Virginia,Lincoln County,Town - Distant,High School,Public Charter,Not Title I Eligible,1674,129,13.0,27.9,68.8,14.2,10.8,3.8,0.7,1.7,12.7,8.8,18380,10.9,50.8,38.3,86.7,70.8,84.8,13.5,1371,27.4,49.0,76.1,Yes,93.1
US-EDU-10664,Roosevelt Intermediate School,CA,California,Contra Costa County,Rural - Remote,Middle School,Public,Title I Schoolwide,583,37,15.8,65.1,80.8,3.5,8.0,3.8,0.1,3.8,12.7,4.1,14638,15.6,56.2,28.2,55.0,58.9,86.2,23.1,,,,,No,87.9
US-EDU-10665,Northwood Elementary School,AR,Arkansas,Franklin County,Rural - Remote,Elementary School,Public Charter,Title I Schoolwide,434,26,16.5,47.9,67.1,3.7,21.2,0.5,2.5,5.0,19.8,14.7,12392,13.8,37.4,48.8,29.0,53.3,85.4,25.3,,,,,No,92.4
US-EDU-10666,University of Oklahoma at Cedar Creek,OK,Oklahoma,Lincoln County,Suburban - Large,4-Year University,Public,Not Applicable,18642,918,20.3,0.0,23.0,44.7,18.9,4.6,4.4,4.4,16.7,11.0,21193,25.4,37.9,36.7,89.6,98.0,95.4,18.7,1307,29.2,,,Yes,99.0
US-EDU-10667,Grand Valley Primary School,IL,Illinois,Winnebago County,Suburban - Midsize,Elementary School,Public,Title I Targeted,554,42,13.2,74.5,63.5,19.3,10.5,0.9,0.6,5.2,8.4,5.0,18761,18.0,48.9,33.1,56.1,67.3,84.0,29.4,,,,,No,83.6
US-EDU-10668,Centennial Primary School,VA,Virginia,Lincoln County,Rural - Remote,Elementary School,Public,Title I Targeted,434,24,17.8,32.1,68.4,9.9,12.6,4.9,2.1,2.1,14.6,7.4,14407,10.2,56.2,33.6,92.9,75.8,85.2,15.3,,,,,No,97.6
US-EDU-10669,Franklin Grade School,CA,California,Fresno County,Suburban - Large,Elementary School,Public,Not Title I Eligible,481,22,21.5,24.1,52.3,6.3,30.0,5.1,3.7,2.6,13.5,17.1,18968,9.1,40.6,50.3,79.3,82.3,98.1,15.1,,,,,Yes,94.5
US-EDU-10670,Centennial High School,CA,California,San Diego County,City - Large,High School,Public,Title I Schoolwide,1193,90,13.3,67.9,20.1,16.9,49.0,7.6,1.1,5.3,12.1,25.0,18649,17.5,38.9,43.6,56.6,73.4,87.2,24.9,1240,25.8,21.6,67.3,Yes,86.3
US-EDU-10671,Roosevelt Preparatory School,NY,New York,Kings County,City - Large,K-12 Combined,Public,Title I Schoolwide,639,35,18.2,61.6,14.2,33.8,29.2,16.9,0.9,5.0,11.0,21.0,13799,18.2,40.4,41.4,28.2,51.2,81.2,30.4,1138,23.2,14.0,59.1,No,85.3
US-EDU-10672,Marshall Technical College,CA,California,San Diego County,City - Large,2-Year College,Public,Not Applicable,5354,341,15.7,0.0,35.1,28.0,9.2,15.7,2.2,9.8,16.5,9.5,9350,5.0,43.8,51.2,74.3,76.7,86.0,7.2,,,,,No,91.6
US-EDU-10673,Horizon Junior High School,NV,Nevada,Marion County,Town - Distant,Middle School,Private For-Profit,Not Applicable,548,36,15.3,52.4,68.0,8.9,17.2,0.4,2.1,3.4,13.3,9.2,12800,12.8,31.9,55.3,51.9,57.7,77.2,30.0,,,,,No,89.5
US-EDU-10674,Roosevelt Grade School,NY,New York,New York County,City - Large,Elementary School,Public,Title I Schoolwide,252,20,12.3,42.0,37.8,16.0,39.0,3.1,2.0,2.1,15.9,16.0,15806,12.3,42.6,45.1,22.9,49.9,75.2,36.4,,,,,Yes,88.0
US-EDU-10675,Lakeshore K-12 Academy,CA,California,San Diego County,Town - Fringe,K-12 Combined,Public Charter,Title I Targeted,858,56,15.4,50.9,69.0,16.8,6.6,2.7,0.1,4.8,19.2,3.6,12043,11.2,32.3,56.5,42.3,56.2,76.7,23.1,1155,25.0,18.9,51.6,No,86.1
US-EDU-10676,Lakeshore Grade School,NY,New York,Suffolk County,City - Large,Elementary School,Private Non-Profit,Not Applicable,431,59,7.3,0.0,29.1,17.0,41.8,6.1,3.3,2.7,12.0,20.4,18900,0.0,2.0,98.0,82.0,83.5,90.3,5.4,,,,,No,97.2
US-EDU-10677,Westview Senior High School,MI,Michigan,Saginaw County,Town - Fringe,High School,Public,Title I Schoolwide,840,67,12.5,43.8,74.1,6.4,13.8,0.5,2.2,3.0,15.6,8.2,14069,15.1,36.9,48.0,56.0,69.2,85.5,20.1,1185,23.5,31.9,73.7,Yes,89.7
US-EDU-10678,Franklin Elementary School,CO,Colorado,Jackson County,Town - Fringe,Elementary School,Public,Title I Schoolwide,599,46,13.0,60.6,69.9,21.1,3.2,3.0,1.8,1.0,4.0,5.1,16132,13.0,44.8,42.2,37.8,50.2,81.3,24.0,,,,,No,82.7
US-EDU-10679,Lakeshore High School,OR,Oregon,Montgomery County,Town - Distant,High School,Public,Title I Schoolwide,1396,86,16.2,55.9,80.7,1.1,8.7,4.1,0.1,5.3,19.5,0.0,13253,15.4,53.1,31.5,69.1,57.1,92.4,29.5,1267,23.9,32.1,65.4,No,91.6
US-EDU-10680,Westview Elementary School,MO,Missouri,Jackson County,Suburban - Large,Elementary School,Public,Title I Schoolwide,398,36,11.2,52.9,46.4,34.6,7.8,7.6,0.8,2.8,11.4,1.7,16782,12.8,44.7,42.5,41.9,59.5,85.0,15.0,,,,,No,88.7
US-EDU-10681,Highland Park Elementary Academy,PA,Pennsylvania,York County,Suburban - Large,Elementary School,Public,Title I Schoolwide,120,8,14.3,41.3,48.6,10.6,23.7,3.8,3.8,9.5,7.5,8.1,17135,16.4,44.8,38.8,63.5,86.5,89.8,13.5,,,,,No,92.8
US-EDU-10682,Eastside Elementary Academy,TX,Texas,Tarrant County,Suburban - Large,Elementary School,Public,Not Title I Eligible,692,53,13.0,21.0,25.6,3.4,43.8,19.8,2.3,5.1,16.0,20.3,16275,14.2,35.5,50.3,79.5,80.6,92.8,20.3,,,,,No,95.4
US-EDU-10683,Lincoln High School,TX,Texas,Harris County,Rural - Fringe,High School,Private For-Profit,Not Applicable,1955,89,21.9,54.3,69.8,15.5,7.5,2.7,0.8,3.7,17.0,6.8,16777,14.3,53.4,32.3,84.4,96.7,93.2,13.3,1384,29.6,46.9,81.5,Yes,86.0
US-EDU-10684,Southland Primary School,FL,Florida,Orange County,Suburban - Large,Elementary School,Public,Title I Targeted,566,57,10.0,25.8,55.7,27.9,4.2,4.8,2.8,4.6,16.0,3.7,19014,12.6,43.5,43.9,45.4,52.9,75.8,17.2,,,,,No,91.4
US-EDU-10685,Roosevelt Grade School,CO,Colorado,Jefferson County,Suburban - Large,Elementary School,Private Non-Profit,Not Applicable,500,41,12.1,7.9,63.1,11.9,12.5,11.1,0.1,1.3,15.0,10.6,12604,0.0,2.0,98.0,87.4,79.1,92.0,9.5,,,,,No,96.1
US-EDU-10686,Eisenhower Middle School,IL,Illinois,St. Clair County,Suburban - Midsize,Middle School,Public,Not Title I Eligible,446,26,17.0,25.9,54.4,16.5,27.3,0.8,0.1,0.9,10.8,12.2,18279,11.4,49.7,38.9,64.7,54.4,92.2,18.3,,,,,No,91.5
US-EDU-10687,Highland Park Preparatory School,MS,Mississippi,Marion County,City - Midsize,K-12 Combined,Public,Title I Schoolwide,406,26,15.6,70.4,39.9,39.5,4.9,10.8,0.1,4.8,13.2,8.0,14260,15.5,53.6,30.9,25.3,48.3,85.6,17.2,1130,21.2,19.0,60.0,No,88.3
US-EDU-10688,Northwood Primary School,TX,Texas,Tarrant County,City - Midsize,Elementary School,Private Non-Profit,Not Applicable,666,57,11.6,22.9,6.9,22.5,51.0,16.7,1.8,1.1,19.6,27.3,28267,0.0,2.0,98.0,80.9,77.8,96.0,12.1,,,,,No,95.0
US-EDU-10689,Willow Creek Elementary Academy,FL,Florida,Lee County,Suburban - Large,Elementary School,Public,Title I Schoolwide,457,24,18.9,71.1,52.3,6.3,24.0,4.7,5.5,7.2,15.1,11.5,17682,18.0,52.4,29.6,45.9,57.3,73.2,28.7,,,,,No,85.9
US-EDU-10690,Franklin Elementary School,TN,Tennessee,Montgomery County,Suburban - Large,Elementary School,Public,Title I Targeted,609,34,17.8,25.9,59.7,13.3,15.5,8.2,1.3,2.0,12.7,15.5,17213,12.4,45.0,42.6,56.9,52.9,83.0,22.9,,,,,No,92.8
US-EDU-10691,Southland Academy,WA,Washington,Washington County,City - Midsize,High School,Public,Title I Schoolwide,857,47,18.3,52.1,6.8,49.4,15.5,21.6,2.4,4.3,17.2,14.9,15819,12.8,48.6,38.6,59.2,45.4,74.7,18.3,1187,23.3,17.9,59.0,No,85.4
US-EDU-10692,Northwood Comprehensive High School,TX,Texas,Bexar County,Town - Distant,High School,Public,Title I Targeted,468,23,20.6,65.2,72.9,16.0,4.3,2.3,0.7,3.8,8.6,3.6,16520,14.0,39.6,46.4,48.5,48.9,83.4,14.6,1157,22.5,22.0,64.0,No,86.9
US-EDU-10693,Kennedy Community School,TN,Tennessee,Jefferson County,Suburban - Large,K-12 Combined,Private Non-Profit,Not Applicable,628,44,14.4,14.3,50.8,14.7,25.0,7.7,0.1,1.7,18.5,15.5,16027,0.0,2.0,98.0,47.3,66.7,89.9,20.9,1354,28.2,28.6,84.3,No,98.8
US-EDU-10694,Lincoln Middle School,FL,Florida,Orange County,City - Large,Middle School,Public,Title I Targeted,419,34,12.3,35.2,32.5,27.2,30.1,5.8,2.9,1.5,19.1,16.7,16435,12.5,49.5,38.0,59.4,80.1,87.8,25.4,,,,,Yes,93.9
US-EDU-10695,Madison Junior High School,FL,Florida,Pinellas County,Town - Fringe,Middle School,Public,Title I Targeted,695,50,14.0,58.1,78.6,8.2,3.6,6.2,1.7,1.7,14.7,3.8,18378,17.3,55.8,26.9,44.9,33.9,80.2,27.3,,,,,No,90.1
US-EDU-10696,Sunset Middle School,MD,Maryland,Jackson County,City - Large,Middle School,Public,Title I Targeted,638,38,16.6,74.2,12.4,34.2,30.0,17.2,0.7,5.5,13.8,20.6,13925,16.7,50.3,33.0,41.3,45.7,82.1,17.8,,,,,No,91.1
US-EDU-10697,Lakeshore Intermediate School,MS,Mississippi,Franklin County,Suburban - Large,Middle School,Public,Title I Schoolwide,332,16,21.2,61.7,57.1,13.2,6.8,9.4,1.1,12.4,12.5,10.7,12296,11.5,49.3,39.2,64.7,67.1,84.9,24.2,,,,,No,84.3
US-EDU-10698,Southland Elementary Academy,TX,Texas,Tarrant County,City - Large,Elementary School,Public,Title I Schoolwide,467,26,17.7,63.3,21.1,17.6,40.4,14.1,4.3,2.5,11.8,19.7,15527,14.5,52.5,33.0,30.9,29.1,84.3,19.6,,,,,No,89.4
US-EDU-10699,Lincoln High School,NC,North Carolina,Forsyth County,Suburban - Large,High School,Public,Title I Schoolwide,833,60,13.9,55.8,40.8,16.3,12.6,22.1,3.0,5.2,19.6,7.4,12821,18.1,49.5,32.4,47.7,51.0,80.4,15.3,1163,23.2,25.1,62.5,No,92.1
US-EDU-10700,Southland Elementary Academy,FL,Florida,Hillsborough County,Suburban - Large,Elementary School,Public,Not Title I Eligible,563,42,13.5,20.7,62.3,9.7,9.3,9.9,3.1,5.7,5.1,11.7,19474,11.1,43.1,45.8,68.2,64.7,84.5,24.9,,,,,No,95.1
US-EDU-10701,Eastside Intermediate School,TX,Texas,Dallas County,City - Large,Middle School,Public,Title I Schoolwide,789,67,11.7,98.0,30.9,10.8,46.6,3.8,1.7,6.2,14.7,13.0,16866,18.5,41.9,39.6,49.9,48.2,83.4,24.6,,,,,No,79.2
US-EDU-10702,Frontier Grade School,AR,Arkansas,Montgomery County,Rural - Fringe,Elementary School,Public,Title I Schoolwide,662,52,12.8,58.6,67.3,1.3,21.2,2.3,2.2,5.7,8.3,10.3,15289,13.7,47.2,39.1,47.9,54.2,74.0,19.6,,,,,No,82.5
US-EDU-10703,Kennedy Charter High School,NC,North Carolina,Buncombe County,City - Large,High School,Public Charter,Title I Schoolwide,1456,128,11.4,53.1,26.7,18.3,36.6,14.1,0.1,4.2,12.2,21.3,12953,12.5,49.6,37.9,72.3,63.3,79.3,26.5,1295,24.0,18.8,51.7,No,90.2
US-EDU-10704,Madison Grade School,TX,Texas,Denton County,Town - Fringe,Elementary School,Private For-Profit,Not Applicable,543,33,16.5,36.5,59.1,21.4,3.7,5.7,3.4,6.7,5.6,0.0,15861,11.8,53.3,34.9,57.8,71.6,85.0,14.8,,,,,No,89.0
US-EDU-10705,Washington Elementary School,MT,Montana,Washington County,Suburban - Midsize,Elementary School,Public,Not Title I Eligible,427,21,20.6,23.6,37.5,22.2,20.6,12.3,2.9,4.5,10.1,14.6,17585,9.9,42.3,47.8,74.5,90.8,84.3,15.6,,,,,No,98.6
US-EDU-10706,Lincoln Junior High School,MO,Missouri,Washington County,Suburban - Large,Middle School,Public,Title I Targeted,319,34,9.3,36.3,54.1,19.3,8.5,14.0,0.1,4.0,12.7,7.1,15191,13.0,23.7,63.3,34.4,51.9,80.4,34.1,,,,,No,91.6
US-EDU-10707,State University - Eisenhower,TX,Texas,Harris County,Rural - Fringe,4-Year University,Public,Not Applicable,15634,925,16.9,0.0,63.6,17.7,12.1,4.7,0.1,1.8,14.5,3.4,20056,14.8,41.8,43.4,79.2,86.1,96.9,15.2,1352,29.6,,,No,94.3
US-EDU-10708,Centennial Elementary School,TN,Tennessee,Jackson County,Rural - Remote,Elementary School,Public,Title I Targeted,646,38,17.0,36.0,89.6,1.1,2.2,4.1,0.5,2.5,14.1,4.6,17135,12.6,47.4,40.0,48.0,49.7,76.8,26.4,,,,,No,91.5
US-EDU-10709,Sunset Elementary Academy,IA,Iowa,Lincoln County,City - Midsize,Elementary School,Public,Title I Schoolwide,388,21,18.6,71.0,10.6,32.8,45.5,5.5,2.8,2.8,11.0,17.7,13232,16.2,47.1,36.7,74.5,78.2,84.7,19.1,,,,,No,88.3
US-EDU-10710,Lakeshore Day School,VA,Virginia,Madison County,Town - Fringe,K-12 Combined,Public,Title I Schoolwide,847,56,15.2,44.1,79.1,10.1,1.8,4.4,1.4,3.2,10.0,2.5,16726,11.2,43.8,45.0,56.6,38.4,68.6,30.1,1080,22.6,32.1,55.7,No,90.3
US-EDU-10711,Grand Valley Grade School,MD,Maryland,Clay County,Rural - Remote,Elementary School,Public,Title I Schoolwide,537,32,16.9,66.8,80.0,13.1,1.9,1.2,0.1,3.7,14.8,1.2,17681,18.1,22.0,59.9,49.8,70.3,92.2,23.2,,,,,No,86.4
US-EDU-10712,Grand Valley Elementary School,TX,Texas,Hidalgo County,Suburban - Large,Elementary School,Public,Not Title I Eligible,837,62,13.6,21.3,44.4,17.5,30.3,1.8,0.1,5.9,10.5,14.8,14045,10.3,28.4,61.3,59.1,65.7,92.0,5.7,,,,,No,94.9
US-EDU-10713,Northwood Elementary School,NC,North Carolina,Union County,Suburban - Large,Elementary School,Private Non-Profit,Not Applicable,444,33,13.3,11.6,60.8,6.0,27.4,0.8,1.5,3.5,11.3,11.5,18728,0.0,2.0,98.0,76.8,73.2,97.6,20.2,,,,,No,99.0
US-EDU-10714,Valley View Junior High School,MO,Missouri,Madison County,City - Large,Middle School,Public Charter,Not Title I Eligible,820,55,14.9,35.6,50.3,11.6,22.1,8.3,2.2,5.5,15.0,8.6,19531,14.6,40.9,44.5,54.0,61.9,79.8,12.1,,,,,No,94.5
US-EDU-10715,Franklin Elementary School,NE,Nebraska,Jefferson County,City - Midsize,Elementary School,Public,Title I Targeted,702,54,12.9,60.5,39.3,22.0,29.7,5.5,1.2,2.3,17.7,12.4,14952,14.6,67.9,17.5,46.4,37.8,89.5,22.1,,,,,No,89.8
US-EDU-10716,Lincoln Academy,TX,Texas,Harris County,City - Large,High School,Public,Title I Targeted,743,59,12.7,49.7,23.7,50.7,7.5,15.4,0.2,2.5,16.3,7.9,17985,12.6,48.4,39.0,48.3,66.5,76.9,34.0,1143,22.7,17.4,54.1,Yes,92.8
US-EDU-10717,University of Texas at Meadowbrook,TX,Texas,Tarrant County,City - Large,4-Year University,Public,Not Applicable,20970,999,21.0,0.0,11.7,7.5,58.2,20.0,0.2,2.4,12.4,26.7,24939,24.5,38.9,36.6,82.9,94.3,86.5,31.2,1357,30.1,,,No,99.0
US-EDU-10718,Meadowbrook Junior High School,GA,Georgia,Forsyth County,Suburban - Midsize,Middle School,Private Non-Profit,Not Applicable,650,38,17.1,21.2,44.2,7.0,28.8,13.9,0.1,6.0,8.7,20.1,17207,0.0,2.0,98.0,67.1,98.0,95.2,18.0,,,,,No,93.4
US-EDU-10719,Valley View Elementary Academy,PA,Pennsylvania,Delaware County,Suburban - Large,Elementary School,Public,Not Title I Eligible,342,23,15.0,31.0,39.8,25.1,27.4,2.9,1.2,3.6,10.2,9.6,20303,13.2,52.8,34.0,43.1,66.5,83.8,12.0,,,,,No,89.0
US-EDU-10720,Washington Primary School,MD,Maryland,Jackson County,Rural - Fringe,Elementary School,Public,Title I Targeted,270,23,11.8,45.4,65.7,14.6,12.3,0.5,2.8,4.1,7.8,9.9,17577,15.6,39.6,44.8,50.4,35.4,74.2,29.6,,,,,No,90.6
US-EDU-10721,Lakeshore Comprehensive High School,TX,Texas,Collin County,City - Large,High School,Public,Title I Schoolwide,848,81,10.5,65.3,35.7,25.1,20.5,12.0,1.5,5.2,13.2,14.3,13017,15.2,45.8,39.0,40.3,66.1,84.3,17.7,1140,25.4,23.2,70.7,Yes,88.4
US-EDU-10722,Hamilton Senior High School,MO,Missouri,Washington County,Suburban - Large,High School,Public,Title I Schoolwide,1364,84,16.2,44.2,41.1,19.9,24.6,7.4,2.4,4.6,14.1,10.9,17871,15.3,55.1,29.6,56.2,45.7,85.2,24.3,1186,23.7,32.2,62.9,No,90.4
US-EDU-10723,Pine Crest Senior High School,NY,New York,Bronx County,City - Midsize,High School,Private Religious,Not Applicable,1933,217,8.9,18.4,18.6,44.2,33.3,1.7,0.8,1.4,8.0,16.6,25474,0.0,2.0,98.0,47.1,52.7,80.5,31.5,1048,21.6,12.7,71.2,Yes,90.6
US-EDU-10724,Lincoln Senior High School,NY,New York,New York County,Suburban - Large,High School,Private Non-Profit,Not Applicable,1590,114,14.0,29.5,53.8,17.5,19.1,4.1,1.6,3.9,10.5,12.2,23858,0.0,2.0,98.0,51.0,51.2,89.1,15.3,1192,26.2,29.2,69.9,Yes,93.0
US-EDU-10725,Horizon Elementary Academy,AL,Alabama,Franklin County,Suburban - Large,Elementary School,Public,Title I Schoolwide,534,31,17.0,66.3,50.2,13.2,11.2,17.9,0.1,7.4,5.3,14.4,16932,15.4,45.4,39.2,50.3,78.9,78.2,27.3,,,,,No,85.3
US-EDU-10726,Hamilton Elementary Academy,NY,New York,Onondaga County,Rural - Remote,Elementary School,Public,Title I Schoolwide,575,40,14.2,72.2,65.8,13.7,15.7,0.7,2.0,2.1,13.0,9.0,13537,14.0,70.0,16.0,52.5,55.6,77.5,27.2,,,,,Yes,89.1
US-EDU-10727,State University - Frontier,MO,Missouri,Madison County,City - Large,4-Year University,Public,Not Applicable,14930,732,20.4,0.0,32.8,34.5,23.5,1.0,2.9,5.3,13.7,10.8,19256,16.6,37.9,45.5,76.9,86.8,88.4,14.3,1251,28.4,,,Yes,98.9
US-EDU-10728,Sunset Junior High School,OH,Ohio,Lucas County,Suburban - Large,Middle School,Public,Title I Targeted,605,35,17.3,25.0,40.8,21.6,22.5,7.4,3.4,4.3,18.6,8.7,23921,13.3,39.5,47.2,74.3,59.6,83.0,19.4,,,,,No,86.3
US-EDU-10729,Grand Valley Technical College,NJ,New Jersey,Madison County,Rural - Remote,2-Year College,Private Non-Profit,Not Applicable,3259,179,18.2,16.1,90.1,1.4,2.0,3.1,0.1,3.3,16.8,2.7,8381,0.0,2.0,98.0,92.6,67.8,83.5,9.4,,,,,No,96.6
US-EDU-10730,Northwood Grade School,OK,Oklahoma,Washington County,Suburban - Large,Elementary School,Public,Title I Targeted,542,35,15.3,49.7,63.4,2.9,5.9,15.6,3.7,8.5,15.4,6.1,22366,15.0,53.8,31.2,57.1,46.2,93.7,16.6,,,,,No,86.6
US-EDU-10731,Madison Preparatory School,TX,Texas,Tarrant County,Suburban - Large,K-12 Combined,Public,Not Title I Eligible,219,16,14.0,5.0,49.9,11.7,21.0,13.7,0.2,3.5,14.8,12.7,16697,7.6,49.6,42.8,61.1,73.0,83.5,26.5,1205,24.9,30.6,67.7,No,95.0
US-EDU-10732,Southland Elementary Academy,CA,California,San Bernardino County,Suburban - Midsize,Elementary School,Public,Title I Schoolwide,595,56,10.7,48.7,47.6,27.7,15.1,6.8,1.8,1.0,15.9,8.8,19465,16.7,33.2,50.1,67.5,51.9,80.5,19.4,,,,,No,92.6
